3.4 0.8 0.5082 0.3934
3.4 1.0 0.6346 0.3462
3.4 1.2 0.6780 0.2881
3.4 1.4 0.7222 0.3519
3.4 1.6 0.8163 0.2653
3.6 0.8 0.4878 0.3415
3.6 1.0 0.5000 0.5208
3.6 1.2 0.7333 0.4889
3.6 1.4 0.8000 0.5800
3.6 1.6 0.6071 0.4821
3.8 0.8 0.5385 0.4359
3.8 1.0 0.6279 0.3256
3.8 1.2 0.5106 0.4043
3.8 1.4 0.6383 0.4043
3.8 1.6 0.5333 0.4444
4.0 0.8 1.0244 0.4878
4.0 1.0 0.8056 0.5000
4.0 1.2 0.5600 0.3800
4.0 1.4 0.4222 0.3778
4.0 1.6 0.4783 0.3043
4.2 0.8 0.7857 0.4286
4.2 1.0 0.6136 0.3636
4.2 1.2 0.7027 0.6757
4.2 1.4 0.5143 0.6286
4.2 1.6 1.0000 0.5455
4.4 0.8 0.5278 0.3611
4.4 1.0 0.7857 0.7500
4.4 1.2 0.4865 0.2973
4.4 1.4 0.6154 0.2821
4.4 1.6 0.4091 0.3409
4.6 0.8 0.6400 0.7600
4.6 1.0 0.8667 0.6333
4.6 1.2 0.5882 0.4412
4.6 1.4 0.6410 0.5128
4.6 1.6 0.5882 0.4412
4.8 0.8 0.8333 0.5000
4.8 1.0 0.6250 0.5000
4.8 1.2 0.5000 0.5000
4.8 1.4 0.5588 0.4412
4.8 1.6 0.5152 0.4545
5.0 0.8 0.5938 0.5625
5.0 1.0 0.6552 0.5862
5.0 1.2 0.6667 0.4667
5.0 1.4 0.6786 0.7143
5.0 1.6 1.0000 0.7059
