-0.044811    0.052166     0.997633     -0.184744    -0.027133    0.982412    
0.043378     0.027347     0.998684     0.131520     -0.096570    0.986599    
0.026504     -0.029563    0.999211     -0.046483    0.037520     0.998214    
-0.003329    -0.002226    0.999992     0.002361     0.001174     0.999997    
0.009539     -0.065858    0.997783     0.012745     -0.113474    0.993459    
-0.080913    0.038794     0.995966     -0.063991    -0.059120    0.996198    
0.029614     -0.071423    0.997006     0.060177     -0.075253    0.995347    
-0.004545    -0.010066    0.999939     -0.009424    0.016696     0.999816    
0.036075     -0.046530    0.998265     -0.027380    -0.041781    0.998752    
0.127660     -0.044572    0.990816     0.067731     -0.009330    0.997660    
0.038042     -0.063930    0.997229     -0.178760    0.012774     0.983810    
-0.007035    0.041819     0.999101     0.136601     0.215367     0.966932    
0.002089     0.005706     0.999981     0.014512     -0.008346    0.999860    
0.100040     -0.062234    0.993035     0.162577     -0.066224    0.984471    
-0.045218    0.002003     0.998975     -0.119029    -0.117574    0.985905    
-0.014705    -0.002054    0.999890     0.040822     -0.023274    0.998895    
0.072886     0.022621     0.997084     -0.078409    0.156856     0.984504    
-0.010023    0.005084     0.999937     0.013416     -0.286863    0.957878    
0.002369     -0.006232    0.999978     0.143969     0.041293     0.988720    
-0.008848    0.077987     0.996915     -0.060591    0.045404     0.997129    
-0.020432    -0.007702    0.999762     -0.020572    -0.011387    0.999724    
-0.000819    -0.088821    0.996047     -0.038056    -0.011156    0.999213    
0.034699     -0.006734    0.999375     0.097184     0.082136     0.991872    
-0.025926    0.058537     0.997949     0.054618     0.051240     0.997192    
-0.048960    0.019502     0.998610     -0.068273    -0.239836    0.968410    
-0.008920    0.028604     0.999551     -0.021910    0.023308     0.999488    
0.074380     -0.004745    0.997219     0.091624     -0.187074    0.978064    
0.020040     0.031182     0.999313     -0.109249    0.035281     0.993388    
0.011905     0.042291     0.999034     0.041456     0.073500     0.996433    
-0.027010    0.039616     0.998850     0.047084     0.014816     0.998781    
0.054533     0.092472     0.994221     0.092582     0.117061     0.988800    
0.003001     -0.019481    0.999806     -0.025475    -0.029311    0.999246    
0.010301     0.048710     0.998760     -0.008001    0.027743     0.999583    
-0.005003    -0.009679    0.999941     -0.114279    -0.002033    0.993447    
0.040493     -0.000377    0.999180     -0.001962    -0.008052    0.999966    
-0.000724    -0.000857    0.999999     -0.027282    0.001642     0.999626    
-0.021824    0.012636     0.999682     -0.011944    -0.041685    0.999059    
-0.015356    -0.009702    0.999835     0.035741     -0.050149    0.998102    
-0.106450    -0.007562    0.994289     0.002615     -0.688292    0.725429    
0.002984     0.005061     0.999983     0.139450     -0.042781    0.989305    
0.017154     -0.056039    0.998281     -0.064638    -0.058121    0.996215    
-0.014169    -0.027033    0.999534     -0.025205    -0.019259    0.999497    
-0.100878    0.130713     0.986275     -0.335806    0.235165     0.912103    
0.081498     0.058653     0.994946     -0.033873    -0.028156    0.999029    
0.051461     -0.078553    0.995581     0.021893     -0.077685    0.996738    
-0.004924    -0.029677    0.999547     0.006071     0.224960     0.974349    
-0.139938    0.026546     0.989804     -0.164756    -0.449849    0.877776    
-0.030324    -0.008027    0.999508     0.017098     0.019150     0.999670    
-0.010893    -0.011288    0.999877     -0.274552    0.052558     0.960135    
0.056319     -0.092078    0.994158     0.053016     -0.039742    0.997802    
-0.084902    0.048176     0.995224     -0.016869    -0.019554    0.999667    
-0.071786    -0.042214    0.996526     -0.022051    -0.231273    0.972639    
-0.008975    0.045139     0.998940     -0.422101    0.451519     0.786105    
-0.028221    -0.025732    0.999270     -0.015768    0.000272     0.999876    
-0.021655    0.012854     0.999683     0.040042     0.086703     0.995429    
-0.010604    0.004922     0.999932     0.033929     0.038927     0.998666    
0.005796     -0.008658    0.999946     0.006220     -0.007043    0.999956    
-0.007735    -0.052680    0.998582     0.106051     -0.064459    0.992269    
-0.000387    0.003908     0.999992     -0.028154    0.012565     0.999525    
-0.004945    -0.009845    0.999939     -0.021029    -0.017845    0.999620    
0.003518     -0.065504    0.997846     0.006520     0.065999     0.997798    
-0.004348    0.085775     0.996305     0.325189     -0.329635    0.886337    
0.012832     -0.007334    0.999891     0.058445     -0.060125    0.996478    
-0.027249    -0.011517    0.999562     -0.038319    -0.034573    0.998667    
-0.043353    -0.031037    0.998578     -0.042969    -0.005938    0.999059    
0.017653     -0.010613    0.999788     0.069037     0.031563     0.997115    
0.013831     0.087816     0.996041     -0.274624    0.219302     0.936210    
-0.005377    -0.011303    0.999922     -0.067988    -0.041166    0.996837    
0.054400     0.034407     0.997926     0.079059     0.142586     0.986620    
0.010233     0.060528     0.998114     -0.272292    -0.085872    0.958375    
0.008575     0.008946     0.999923     0.023930     -0.000064    0.999714    
