2.0 0.4 0.2071 0.2988
2.0 0.6 0.2604 0.0000
2.0 0.8 0.6563 0.0000
2.0 1.0 0.0486 0.4926
2.0 1.2 1.1549 0.0000
2.0 1.4 0.9126 0.7476
2.0 1.6 0.3962 0.0000
2.5 0.4 0.9472 0.5138
2.5 0.6 0.4393 0.0000
2.5 0.8 0.5896 0.6368
2.5 1.0 0.1523 0.1656
2.5 1.2 0.3856 0.3366
2.5 1.4 0.2176 0.4310
2.5 1.6 0.0000 0.0000
3.0 0.4 0.3402 0.1202
3.0 0.6 0.3745 0.3702
3.0 0.8 0.0000 0.7047
3.0 1.0 0.2443 0.0663
3.0 1.2 0.1852 0.0218
3.0 1.4 0.0000 0.0000
3.0 1.6 0.3793 0.0517
3.5 0.4  inf -nan
3.5 0.6 1.1831 1.7606
3.5 0.8 0.3906 0.3080
3.5 1.0 2.5857 1.4429
3.5 1.2 0.0000 0.7822
3.5 1.4 0.0000 0.9044
3.5 1.6 0.3755 0.0000
4.0 0.4 1.7593 1.3889
4.0 0.6 0.7455 0.8606
4.0 0.8 0.3071 0.5276
4.0 1.0  inf  inf
4.0 1.2 0.0000 0.0000
4.0 1.4 0.1066 0.0000
4.0 1.6 0.0000 0.0688
4.5 0.4  inf  inf
4.5 0.6 0.7273 0.0000
4.5 0.8 0.2475 0.0000
4.5 1.0 3.3158 2.0526
4.5 1.2  inf  inf
4.5 1.4 0.0000 0.0000
4.5 1.6 -nan  inf
5.0 0.4 0.2703 0.0000
5.0 0.6 0.0000 2.0714
5.0 0.8  inf  inf
5.0 1.0 1.5692 0.0000
5.0 1.2  inf -nan
5.0 1.4 0.2827 0.4008
5.0 1.6  inf  inf
