-0.018544    -0.035520    0.999197     -0.052241    -0.017101    0.998488    
-0.030077    -0.023193    0.999278     -0.123191    0.080298     0.989129    
0.091675     0.017626     0.995633     0.178506     0.140916     0.973796    
0.010162     -0.041074    0.999104     0.071451     -0.208465    0.975416    
-0.087585    0.051237     0.994838     -0.105587    0.023080     0.994142    
0.015008     -0.031634    0.999387     -0.011195    0.017276     0.999788    
-0.010718    0.012478     0.999865     0.107620     0.016616     0.994053    
-0.020936    -0.001095    0.999780     -0.010710    -0.010510    0.999887    
0.012099     -0.014922    0.999815     0.020486     -0.035755    0.999151    
0.041663     0.016164     0.999001     -0.191038    0.128606     0.973121    
0.031927     -0.044954    0.998479     0.020800     -0.056546    0.998183    
0.012587     0.008752     0.999882     -0.014489    0.020338     0.999688    
0.052584     -0.067921    0.996304     0.084461     0.003540     0.996421    
0.016768     -0.029251    0.999431     0.075830     -0.025379    0.996798    
-0.010190    -0.069145    0.997555     0.228501     -0.430744    0.873068    
-0.020160    0.011850     0.999727     0.012542     -0.011000    0.999861    
0.002936     0.005291     0.999982     0.069634     0.010043     0.997522    
-0.008183    -0.041976    0.999085     -0.074253    -0.086794    0.993455    
0.001128     -0.000957    0.999999     0.006111     -0.015510    0.999861    
-0.180645    0.046847     0.982432     -0.402340    0.004993     0.915477    
-0.028741    -0.007014    0.999562     -0.010317    -0.019519    0.999756    
0.000780     -0.040914    0.999162     -0.041690    -0.089423    0.995121    
0.008120     -0.029888    0.999520     0.016007     -0.010959    0.999812    
0.002602     -0.002565    0.999993     0.005852     -0.011851    0.999913    
0.023998     -0.068060    0.997393     -0.048203    -0.136269    0.989498    
-0.023915    0.027688     0.999331     -0.041575    0.079192     0.995992    
-0.014084    -0.025132    0.999585     -0.008013    0.014725     0.999859    
0.072559     0.119457     0.990184     0.116246     0.429347     0.895627    
0.005373     -0.004548    0.999975     0.046416     -0.049631    0.997688    
-0.018742    0.017915     0.999664     0.114866     0.066847     0.991129    
-0.025328    -0.003025    0.999675     -0.009417    0.033400     0.999398    
-0.017619    0.015300     0.999728     -0.031753    -0.007778    0.999465    
0.008988     0.006905     0.999936     -0.012188    -0.021616    0.999692    
-0.047804    -0.053207    0.997439     -0.080104    -0.052672    0.995394    
-0.005109    -0.020326    0.999780     0.026671     -0.040710    0.998815    
0.020850     -0.011623    0.999715     -0.022398    0.013810     0.999654    
