0.4 0.2 0.68233975 0.54160633
0.4 0.4 0.69471939 0.54661158
0.4 0.6 0.69022097 0.53829205
0.4 0.8 0.69096313 0.53835014
0.4 1.0 0.69064915 0.53667378
0.4 1.2 0.67876671 0.53030359
0.4 1.4 0.67736836 0.53022035
0.4 1.6 0.67834089 0.52922985
0.4 1.8 0.66679842 0.52070674
0.6 0.2 0.72224570 0.57328997
0.6 0.4 0.71748201 0.57181081
0.6 0.6 0.72562228 0.57155893
0.6 0.8 0.71994072 0.56774429
0.6 1.0 0.71733713 0.56191981
0.6 1.2 0.70706073 0.55722770
0.6 1.4 0.71149522 0.56122003
0.6 1.6 0.70726674 0.55454362
0.6 1.8 0.70967206 0.55908860
0.8 0.2 0.73141501 0.58820481
0.8 0.4 0.73374121 0.58586592
0.8 0.6 0.73326249 0.58191305
0.8 0.8 0.74109602 0.57960147
0.8 1.0 0.73274228 0.58652890
0.8 1.2 0.72861069 0.58015614
0.8 1.4 0.72677892 0.58096730
0.8 1.6 0.72614051 0.57825230
0.8 1.8 0.73065712 0.57129228
1.0 0.2 0.74973048 0.59180321
1.0 0.4 0.73908880 0.60012494
1.0 0.6 0.74030649 0.59450931
1.0 0.8 0.74455261 0.58832097
1.0 1.0 0.73918303 0.58312505
1.0 1.2 0.73663566 0.58934941
1.0 1.4 0.74113077 0.59231751
1.0 1.6 0.74528776 0.58620154
1.0 1.8 0.73867888 0.58323335
1.2 0.2 0.74940873 0.60345992
1.2 0.4 0.74098665 0.59430518
1.2 0.6 0.75829589 0.61169859
1.2 0.8 0.73985513 0.59931089
1.2 1.0 0.75219993 0.60007021
1.2 1.2 0.75125801 0.59586783
1.2 1.4 0.74764206 0.59717749
1.2 1.6 0.74533648 0.60125682
1.2 1.8 0.74895592 0.59395625
1.4 0.2 0.74940350 0.60507058
1.4 0.4 0.75266070 0.60770025
1.4 0.6 0.75974614 0.60717103
1.4 0.8 0.75551590 0.60120348
1.4 1.0 0.75032293 0.60635875
1.4 1.2 0.74796283 0.59679470
1.4 1.4 0.74961869 0.60201155
1.4 1.6 0.74897189 0.60166635
1.4 1.8 0.74838473 0.59990798
1.6 0.2 0.75039856 0.61282763
1.6 0.4 0.75238460 0.59835588
1.6 0.6 0.75751003 0.61218986
1.6 0.8 0.75092485 0.60223886
1.6 1.0 0.74393692 0.60550200
1.6 1.2 0.75826109 0.60869182
1.6 1.4 0.75463395 0.60954171
1.6 1.6 0.74663602 0.60089157
1.6 1.8 0.75461316 0.60659360
1.8 0.2 0.74698707 0.60950475
1.8 0.4 0.74945550 0.60749203
1.8 0.6 0.76660022 0.60942961
1.8 0.8 0.74708801 0.60519756
1.8 1.0 0.75489160 0.61041506
1.8 1.2 0.75858624 0.60460303
1.8 1.4 0.75504324 0.59906915
1.8 1.6 0.74974680 0.60057320
1.8 1.8 0.74887811 0.60097938
