-0.129524    -0.000414    0.991576     0.002573     -0.107527    0.994199    
-0.016524    -0.003726    0.999857     -0.008770    0.002616     0.999958    
-0.040198    0.024071     0.998902     -0.055296    0.044234     0.997490    
0.032891     -0.003019    0.999454     0.056408     -0.033593    0.997843    
-0.023795    0.012074     0.999644     -0.068154    -0.083782    0.994151    
0.032300     -0.048830    0.998285     0.017041     0.014406     0.999751    
0.005119     -0.023254    0.999716     -0.005719    -0.065090    0.997863    
-0.004609    0.007522     0.999961     0.001672     0.008546     0.999962    
0.004945     -0.040993    0.999147     0.098345     0.062556     0.993184    
0.006447     0.007090     0.999954     0.007935     0.005826     0.999952    
0.013497     -0.007671    0.999879     0.048785     0.003311     0.998804    
-0.110037    0.016515     0.993790     -0.053772    0.249952     0.966764    
-0.059783    -0.010185    0.998159     -0.060986    -0.010682    0.998081    
-0.086921    0.064115     0.994150     -0.019954    0.119322     0.992655    
-0.058910    -0.019468    0.998073     -0.122288    0.064063     0.990425    
-0.011257    0.022248     0.999689     -0.033554    0.033325     0.998881    
0.021774     -0.033056    0.999216     0.075340     0.077945     0.994107    
0.037297     0.032226     0.998784     0.047517     0.056153     0.997291    
-0.002193    -0.007009    0.999973     -0.024363    -0.104639    0.994212    
-0.026296    -0.021432    0.999424     0.003822     -0.041124    0.999147    
-0.041662    -0.009593    0.999086     -0.041506    0.022497     0.998885    
0.056391     -0.001192    0.998408     -0.002327    -0.118740    0.992923    
-0.030805    0.004384     0.999516     -0.166961    0.274078     0.947104    
0.131992     -0.006459    0.991230     -0.116032    -0.007735    0.993215    
-0.004475    0.000424     0.999990     -0.007917    -0.005219    0.999955    
-0.022041    0.017279     0.999608     0.000037     0.096735     0.995310    
0.104152     0.034824     0.993952     0.118465     -0.055902    0.991383    
0.002072     -0.072961    0.997333     0.010377     -0.084880    0.996337    
0.014109     -0.004822    0.999889     0.009951     -0.039530    0.999169    
-0.044125    -0.072600    0.996384     -0.128693    -0.135305    0.982411    
0.259351     -0.065041    0.963591     0.128251     -0.089303    0.987713    
-0.052756    0.034700     0.998004     -0.034842    0.112055     0.993091    
-0.024349    0.055159     0.998181     -0.026790    -0.014651    0.999534    
-0.009707    0.023114     0.999686     0.025702     -0.013046    0.999585    
-0.001764    0.000160     0.999998     -0.102785    -0.007843    0.994673    
0.124942     0.183737     0.975003     -0.005934    0.273452     0.961867    
0.012738     0.026339     0.999572     0.029817     0.013918     0.999458    
-0.015198    0.031416     0.999391     -0.063136    -0.086238    0.994272    
0.026466     0.028402     0.999246     0.066784     0.076471     0.994833    
-0.027952    0.017498     0.999456     0.064443     -0.020463    0.997711    
-0.017371    0.011443     0.999784     0.004886     -0.002563    0.999985    
-0.068702    0.063701     0.995601     -0.044346    -0.082209    0.995628    
0.055264     -0.006417    0.998451     0.017795     0.021778     0.999604    
0.012765     0.000897     0.999918     0.026071     -0.057904    0.997982    
0.073117     0.060747     0.995472     0.146096     0.215214     0.965577    
-0.021881    -0.013981    0.999663     -0.029977    -0.017191    0.999403    
0.007150     -0.008060    0.999942     0.011813     -0.025604    0.999602    
0.019054     0.005519     0.999803     0.016799     -0.000182    0.999859    
-0.068239    0.028583     0.997259     -0.113752    0.016460     0.993373    
