2.0 0.4 0.79422376 0.66992501
2.0 0.6 0.79498794 0.67187101
2.0 0.8 0.79272522 0.67095258
2.0 1.0 0.79488944 0.67211152
2.0 1.2 0.79172850 0.66729913
2.0 1.4 0.79317649 0.66808823
2.0 1.6 0.78939977 0.66499078
2.5 0.4 0.78858261 0.67317425
2.5 0.6 0.79162006 0.67325813
2.5 0.8 0.79532616 0.67486354
2.5 1.0 0.79157396 0.67270428
2.5 1.2 0.78795986 0.67143347
2.5 1.4 0.79130965 0.66991317
2.5 1.6 0.79236506 0.66663496
3.0 0.4 0.79963901 0.67599873
3.0 0.6 0.79460543 0.67431153
3.0 0.8 0.79271476 0.66465622
3.0 1.0 0.79735835 0.67365851
3.0 1.2 0.79305284 0.67142473
3.0 1.4 0.79774041 0.66741539
3.0 1.6 0.79705687 0.67013182
3.5 0.4 0.79825891 0.67760802
3.5 0.6 0.79967301 0.67327748
3.5 0.8 0.79974496 0.67921424
3.5 1.0 0.79834938 0.67719085
3.5 1.2 0.79884537 0.68426843
3.5 1.4 0.80055858 0.67857212
3.5 1.6 0.79915440 0.67663848
4.0 0.4 0.79921176 0.67935967
4.0 0.6 0.79556794 0.67518588
4.0 0.8 0.80048430 0.68234937
4.0 1.0 0.80365167 0.67995497
4.0 1.2 0.80684282 0.67885632
4.0 1.4 0.80109851 0.68297404
4.0 1.6 0.79938229 0.68497892
4.5 0.4 0.80433819 0.69362767
4.5 0.6 0.80191433 0.68070637
4.5 0.8 0.80724779 0.68570246
4.5 1.0 0.80352618 0.68044396
4.5 1.2 0.80593101 0.68517346
4.5 1.4 0.80232905 0.68400866
4.5 1.6 0.79895595 0.67956822
5.0 0.4 0.80536456 0.68083931
5.0 0.6 0.81053112 0.68245905
5.0 0.8 0.81022339 0.67945911
5.0 1.0 0.79785267 0.68405026
5.0 1.2 0.80878094 0.68779338
5.0 1.4 0.79928606 0.68515460
5.0 1.6 0.80534655 0.68527808
