     0  2 100.0  0.882535 -0.026053 49.389078
     1  3 100.0 -0.247131  0.696457 32.097250
     2  3 100.0  0.369575  0.445722 23.398637
     3  3 100.0 -0.043809 -0.002128 17.533117
     4  3 100.0 -0.331918  0.278229  8.057159
     7  3 100.0 -0.129227 -0.234598  3.810583
     8  3 100.0 -0.682100 -0.146410 64.913416
    10  3 100.0  0.067468 -0.164330  8.376076
    13  3 100.0 -0.580375 -0.376247 24.173811
    14  3 100.0 -0.037818  0.227830 89.744511
    15  2 100.0  0.536372 -0.310228 85.095471
    16  3 100.0 -0.267193 -0.651123 23.518580
    18  3 100.0  0.616224 -0.045575 47.713491
    19  3 100.0  0.294271 -0.761559 47.660727
    20  2 100.0  0.443493  0.704654 33.153065
    21  2 100.0 -0.625502 -0.609104 42.285214
    22  3 100.0 -0.343699  0.145061 11.053624
    23  3 100.0 -0.735151 -0.236494 33.296699
    24  3 100.0  0.600060 -0.121563 60.572640
    25  3 100.0 -0.236603 -0.045544 21.420985
    26  3 100.0 -0.344030  0.265210 42.781216
    27  3 100.0  0.364309 -0.081036 21.720751
    28  3 100.0 -0.002868  0.286609  9.473449
    29  3 100.0  0.014356 -0.497155 22.293108
    31  3 100.0  0.243749  0.025095 77.167432
    32  3 100.0 -0.657654  0.328098 47.084241
    34  2 100.0 -0.584655  0.345127 17.917879
    35  3 100.0 -0.593197  0.041484 61.910170
    37  3 100.0  0.082948 -0.015197 54.566127
    38  3 100.0  0.635049  0.476781 48.257901
    39  3 100.0  0.587845 -0.611821 53.313543
    40  2 100.0  0.381236  0.766333 37.494487
    41  3 100.0  0.034176  0.203193 46.716278
    43  2 100.0 -0.631684  0.295346 80.176321
    45  3 100.0  0.033423 -0.129238 16.485096
    47  3 100.0  0.112209  0.450749 24.369851
    48  2 100.0 -0.247689 -0.835060 57.841663
    50  3 100.0 -0.072021  0.322501 17.040459
    52  3 100.0  0.537951  0.443530 73.365830
    53  3 100.0 -0.503972  0.027636 20.971476
    54  3 100.0  0.120686 -0.284373  8.130299
    55  3 100.0  0.691297 -0.404802 55.259074
    58  2 100.0 -0.000625  0.451623  6.985843
    60  2 100.0  0.750404 -0.241913 72.060943
    61  4 100.0  0.534934  0.151281 59.359150
    62  3 100.0 -0.164215  0.367012 15.518229
    63  3 100.0 -0.614619  0.331577 24.190635
    67  3 100.0 -0.818117  0.028561 43.995769
    68  2 100.0  0.262272  0.104968 96.778467
    69  3 100.0  0.608936 -0.109851 59.125746
   210  3 100.0 -0.051479  0.803980 46.902372
   211  2 100.0 -0.164317  0.867497 49.584022
   212  3 100.0 -0.164325  0.528714 20.054932
   213  3 100.0 -0.149818  0.173489  7.115285
   214  3 100.0 -0.162783 -0.181554 87.978469
   215  3 100.0  0.555735  0.056237 64.687999
   216  3 100.0  0.354121  0.208975 29.043072
   217  3 100.0 -0.048118  0.057785  2.866482
   218  3 100.0  0.036972  0.478898 12.699906
   219  3 100.0  0.586691 -0.027601 18.205921
   220  3 100.0 -0.103004  0.231442 35.851091
   221  3 100.0 -0.795416  0.272007 48.631299
   222  2 100.0 -0.210127  0.552860 12.790789
   223  3 100.0  0.353697  0.635607 30.822894
   224  3 100.0  0.077549  0.155116  1.053286
   225  3 100.0 -0.260243  0.181757 40.358746
   226  2 100.0  0.706656  0.341581 26.929942
   227  3 100.0  0.050272  0.199102  5.921780
   228  3 100.0  0.544302 -0.112344 73.447861
   230  3 100.0 -0.224409  0.115468 82.538975
   232  3 100.0 -0.411397 -0.291921  9.358612
   233  4 100.0  0.102337 -0.200293 64.097652
   234  3 100.0  0.666312 -0.238501 64.105885
   235  3 100.0 -0.291245 -0.328842 49.509701
   236  3 100.0 -0.163614 -0.769128 65.992864
   237  3 100.0 -0.535441 -0.219884 25.028223
   238  3 100.0  0.628536  0.484733 30.071091
   239  3 100.0 -0.510501  0.101102 13.465667
   240  4 100.0 -0.293586  0.636652 35.015706
   241  3 100.0 -0.399566  0.123775 74.618238
   243  3 100.0  0.068321 -0.763015 36.099154
   246  3 100.0  0.342409  0.243554 14.393816
   247  2 100.0 -0.058108  0.822363 67.482947
   248  3 100.0  0.268766 -0.095498 35.345076
   249  2 100.0 -0.749937 -0.068931 23.748065
   251  2 100.0  0.005037 -0.831073 32.912351
   252  2 100.0 -0.113940  0.875408 50.556091
   253  3 100.0  0.325998  0.560827 70.762373
   254  3 100.0 -0.307138  0.114476 83.673514
   255  3 100.0 -0.266533 -0.470339 49.520213
   257  3 100.0 -0.506668  0.097376 44.889739
   258  2 100.0  0.007895  0.024349  0.013046
   259  3 100.0  0.503737 -0.390832 57.003443
   260  3 100.0  0.220040 -0.050543 27.057677
   261  3 100.0 -0.433301  0.638664 28.634044
   262  3 100.0 -0.237373  0.083213 72.578511
   263  3 100.0  0.084446  0.539791 57.632071
   264  3 100.0  0.367198  0.106246 64.567103
   266  3 100.0 -0.170144  0.052856  6.084444
   267  3 100.0 -0.247625  0.143905 17.421297
   268  3 100.0 -0.498664  0.209464 21.440002
   269  3 100.0 -0.666939 -0.004227 27.827014
   270  2 100.0  0.255250  0.437987  9.000291
   271  3 100.0  0.133575  0.290731 81.425920
   273  3 100.0 -0.490249  0.018757 26.001917
   274  3 100.0  0.755482 -0.008799 35.812253
   276  3 100.0  0.436664  0.232765 51.787173
   277  3 100.0 -0.291586  0.486386 18.699592
   278  3 100.0 -0.323530 -0.258310 17.362842
   350  3 100.0 -0.684290 -0.062417 72.826390
   351  3 100.0 -0.029536  0.406765  6.371793
   352  3 100.0  0.176129 -0.369490 22.237209
   354  3 100.0  0.259979 -0.246949 62.633682
   355  3 100.0 -0.742035  0.001501 26.257431
   356  3 100.0  0.199069  0.040526  8.471822
   357  3 100.0  0.080826  0.095356  0.815323
   358  3 100.0 -0.088350  0.429869 29.713594
   359  3 100.0  0.547527  0.477399 26.429962
   360  3 100.0  0.385145 -0.052233  5.753340
   362  3 100.0  0.039418  0.568712 78.726525
   363  3 100.0 -0.433209  0.110434 32.838724
   364  3 100.0  0.422732 -0.388739 38.711673
   366  3 100.0 -0.203317 -0.127371  9.575242
   367  3 100.0 -0.260111  0.398607 17.696765
   370  3 100.0 -0.344983  0.460094 56.468389
   372  3 100.0  0.196324 -0.752658 56.781617
   373  3 100.0  0.294727 -0.636548 62.401100
   374  3 100.0  0.765226  0.017529 43.134314
   375  2 100.0 -0.633136 -0.601390 42.346736
   376  3 100.0  0.090612  0.004143 74.525578
   378  3 100.0  0.582583 -0.569420 53.960547
   379  3 100.0 -0.751221 -0.121846 43.394334
   380  3 100.0  0.190336 -0.824336 62.067081
   381  3 100.0 -0.370509  0.271438 45.209599
   383  3 100.0  0.520415  0.121026 79.579039
   384  2 100.0 -0.161320  0.248410  2.872200
   385  3 100.0  0.122888 -0.044952  8.150983
   386  3 100.0  0.183814  0.711615 58.153399
   388  3 100.0 -0.693201  0.213277 71.087685
   391  3 100.0 -0.282977  0.223209 46.394258
   392  3 100.0  0.348965 -0.449026 54.329498
   393  3 100.0  0.643562  0.072061 72.989722
   394  3 100.0 -0.416287 -0.182869 22.984517
   395  3 100.0 -0.070255 -0.024455 14.994180
   398  3 100.0 -0.412667 -0.227788 57.597941
   399  3 100.0  0.426294 -0.246976 52.362812
   400  4 100.0  0.201186  0.481598 12.708374
   401  3 100.0  0.387028  0.050778 66.997843
   402  3 100.0  0.015876 -0.298479 30.595784
   403  2 100.0 -0.022243  0.641696 83.805341
   404  3 100.0 -0.543078 -0.260751 29.508533
   405  3 100.0  0.581868 -0.399147 37.814791
   406  3 100.0 -0.301399  0.656826 62.997620
   407  3 100.0 -0.208696  0.131212 51.895141
   411  3 100.0  0.075275 -0.232253  2.430485
   412  3 100.0  0.255461 -0.548341 68.560451
   413  3 100.0 -0.263564  0.006085  2.321182
   414  3 100.0  0.072747 -0.070217  2.025912
   415  3 100.0  0.481880  0.442390 28.774956
   416  3 100.0 -0.210585 -0.195155 87.556489
   417  3 100.0  0.645066 -0.332945 28.556251
   418  3 100.0  0.167538 -0.282769  7.709571
   419  3 100.0  0.312842 -0.057396 34.044744
   490  3 100.0  0.240490 -0.207423 50.005219
   491  3 100.0  0.515242 -0.569511 32.952996
   492  4 100.0  0.386991  0.456569 26.625391
   494  3 100.0  0.357079 -0.088654  5.062833
   495  3 100.0 -0.102650  0.003673 49.398710
   496  3 100.0 -0.001774 -0.168441  2.866832
   497  3 100.0  0.826832 -0.136961 43.091698
   498  3 100.0 -0.107081  0.055411  8.041784
   500  3 100.0  0.165930 -0.050437  1.753146
   501  3 100.0  0.571091  0.452984 59.594819
   502  3 100.0 -0.068766 -0.841908 42.301274
   503  3 100.0  0.084267 -0.144565 29.648387
   504  3 100.0  0.024518 -0.068684  8.361378
   505  3 100.0 -0.565322 -0.526033 35.351274
   506  3 100.0  0.233316  0.052444  2.199316
   507  3 100.0 -0.256873  0.086791 84.758246
   508  2 100.0  0.005170  0.427173 93.186155
   509  3 100.0  0.143977 -0.592912 58.799243
   510  3 100.0 -0.396134 -0.201525  8.515398
   513  2 100.0  0.372648 -0.681212 73.350226
   514  3 100.0  0.433639  0.272747 13.526369
   516  3 100.0 -0.194991  0.104123  2.965660
   517  3 100.0 -0.363542 -0.183307  8.567533
   518  3 100.0  0.050414  0.427683 70.057682
   520  3 100.0 -0.288673  0.205899  8.742786
   521  3 100.0 -0.238638 -0.727802 73.334501
   522  3 100.0  0.058634  0.700336 24.116078
   523  2 100.0  0.143509 -0.102533  0.993858
   524  3 100.0  0.160284  0.081682  2.578949
   525  3 100.0  0.205459  0.163494 15.011005
   526  3 100.0 -0.189251 -0.537919 18.528294
   527  3 100.0  0.132676  0.237133  2.476875
   528  3 100.0 -0.649009 -0.546007 49.887763
   529  3 100.0  0.584907 -0.328152 62.138659
   530  2 100.0 -0.486806 -0.711006 38.860426
   531  2 100.0 -0.165936  0.529063 11.014708
   534  3 100.0 -0.188497  0.349041 46.746450
   536  3 100.0  0.192459  0.142361 43.101217
   537  3 100.0 -0.128455  0.018256  2.156897
   539  3 100.0  0.475306  0.301946 26.822324
   540  3 100.0 -0.098448 -0.271284  4.241114
   541  3 100.0  0.456708 -0.025177 43.300972
   542  3 100.0 -0.145381 -0.417086 12.997435
   543  3 100.0  0.039161 -0.007611  0.996453
   544  3 100.0 -0.625680 -0.076824 62.415077
   545  2 100.0  0.649495 -0.539949 64.171065
   546  3 100.0 -0.460215 -0.031750 77.592217
   548  3 100.0 -0.304731  0.573258 25.214082
   549  3 100.0 -0.417384 -0.305200 31.280569
   550  2 100.0 -0.225107  0.846402 43.402460
   553  4 100.0  0.366881 -0.235244 15.200490
   556  3 100.0 -0.735157  0.160823 72.365455
   558  3 100.0 -0.258431 -0.385734 25.927307
   559  3 100.0 -0.274770 -0.679152 33.562632
   630  3 100.0  0.051034 -0.658720 20.483898
   631  3 100.0 -0.315355  0.056702  3.486816
   632  3 100.0 -0.130839  0.314679 35.175279
