0.043690     0.014948     0.998933     4.574976     0.044864     -0.037195    2.588823    
-0.155955    -0.003414    0.987758     1.560141     0.089199     -0.086894    5.532123    
-0.068582    0.006073     0.997627     3.257719     -0.010014    -0.001617    0.611198    
-0.036049    0.028202     0.998952     18.695871    -0.098675    -0.023816    7.489220    
0.068299     -0.066078    0.995474     1.915036     0.171235     0.091711     4.735299    
0.091043     0.140520     0.985883     5.538086     0.173527     0.093434     4.802998    
0.035720     0.008603     0.999325     7.249455     0.309019     -0.022047    6.239803    
0.061321     0.024190     0.997825     3.284292     0.312501     -0.022434    6.306678    
0.085131     0.076460     0.993432     0.778439     0.002307     0.006145     0.608382    
0.065842     -0.010752    0.997772     6.151669     0.010155     0.030985     3.239978    
-0.062657    0.382932     0.921649     0.248876     -0.069440    -0.006300    1.144062    
-0.116802    -0.205242    0.971716     2.641880     -0.112382    -0.014302    1.852714    
0.060117     0.044317     0.997207     3.977091     0.093070     0.014936     2.613982    
0.074696     0.007090     0.997181     11.642554    0.097514     0.015142     2.748891    
0.035122     -0.031087    0.998899     5.754801     0.029679     -0.043922    1.133516    
-0.016916    -0.102405    0.994599     9.370511     0.124335     -0.201792    5.040349    
0.017911     0.012652     0.999760     2.840712     -0.000137    -0.000050    0.003960    
0.055523     -0.091863    0.994222     4.020857     -0.036968    -0.014193    0.868688    
-0.000240    0.091968     0.995762     1.527589     0.038766     0.006490     1.330037    
0.037613     -0.001492    0.999291     17.310879    0.102666     0.010410     3.448479    
-0.074366    -0.439692    0.895064     0.064461     0.036758     0.021814     1.045655    
0.143363     -0.019783    0.989473     3.709707     0.197107     0.119440     5.588264    
0.020537     -0.141106    0.989781     1.237053     -0.043403    -0.034330    0.817069    
-0.027247    -0.022576    0.999374     18.913214    -0.232496    -0.160550    4.172553    
-0.614539    -0.487359    0.620340     0.063144     -0.052172    -0.066559    1.829896    
-0.035772    0.035592     0.998726     7.738362     -0.065471    -0.084118    2.338165    
-0.193797    -0.031750    0.980528     1.193049     -0.099397    0.013983     1.791500    
-0.047168    0.066118     0.996696     10.529440    -0.127905    0.020460     2.410358    
-0.065603    -0.114799    0.991220     0.865547     -0.041156    0.029905     0.352831    
-0.046901    0.044303     0.997917     8.514527     -0.137165    0.109562     1.149788    
0.038782     0.107084     0.993493     2.262318     0.035342     0.029711     0.962866    
0.029032     0.046004     0.998519     13.481355    0.069818     0.048830     1.910518    
0.016673     -0.001204    0.999860     1.533365     -0.063071    0.203726     1.899966    
-0.221564    0.138469     0.965265     2.778132     -0.070675    0.227131     2.096027    
0.057338     0.026560     0.998001     4.666256     0.124988     0.114955     6.379424    
-0.293157    0.199344     0.935051     0.207078     0.143887     0.134996     7.539993    
0.024177     0.138152     0.990116     0.727079     -0.052602    -0.169809    1.592999    
0.194462     0.391404     0.899437     1.142008     -0.063516    -0.207050    1.866014    
-0.020633    -0.004926    0.999775     7.516246     -0.163010    0.004127     4.868197    
-0.052160    -0.043290    0.997700     12.100777    -0.470257    0.021292     13.383299   
-0.009882    0.049975     0.998702     2.402931     -0.006190    0.045342     0.471426    
-0.002547    -0.014862    0.999886     4.294531     -0.012299    0.092089     0.914616    
0.026726     -0.035717    0.999004     2.553375     0.146754     0.067985     2.784024    
0.062499     0.006293     0.998025     11.871064    0.180862     0.088135     3.386589    
-0.214086    0.329527     0.919554     0.150402     -0.007181    0.001159     0.118872    
0.024788     0.084283     0.996133     4.074398     -0.113817    0.016113     1.904113    
-0.049066    0.149320     0.987571     1.450775     0.045755     0.069740     0.923260    
0.587756     -0.238327    0.773138     0.463261     0.189016     0.222617     3.236157    
-0.112100    0.039617     0.992907     4.036688     -0.177332    0.078430     2.227091    
-0.117007    0.055933     0.991555     9.700168     -0.332007    0.150714     4.331012    
0.490059     0.325818     0.808508     0.098852     -0.045617    0.077462     2.419509    
-0.083409    -0.022722    0.996256     10.685042    -0.101281    0.155918     5.000017    
0.005791     -0.013133    0.999897     15.158744    0.025610     -0.094504    20.293734   
-0.017763    -0.004682    0.999831     38.223030    0.026550     -0.100821    22.280158   
-0.020427    -0.022929    0.999528     9.381940     -0.003878    -0.003110    0.162195    
-0.045908    -0.061944    0.997023     17.999221    -0.031671    -0.023763    1.288323    
-0.222796    0.118414     0.967647     0.496967     0.003117     0.003099     0.041999    
0.212900     0.193819     0.957658     2.683541     0.114943     0.096039     1.335633    
0.023974     -0.046029    0.998652     6.521348     0.076578     -0.083369    2.179584    
0.014692     -0.067918    0.997583     16.327383    0.093230     -0.099634    2.623961    
0.553444     -0.047856    0.831510     0.086882     0.006788     -0.003387    0.304579    
-0.253626    -0.034517    0.966686     1.484044     0.043196     -0.022910    2.081011    
0.033224     -0.003135    0.999443     6.574461     0.028666     -0.036581    2.131139    
0.005339     -0.056390    0.998395     13.148487    0.124347     -0.216973    11.427652   
0.043863     -0.179094    0.982854     2.096158     0.003571     -0.435673    4.133317    
-0.093415    -0.017984    0.995465     5.082113     0.003156     -0.449006    4.268659    
0.079976     -0.118244    0.989759     1.722481     0.032668     -0.147851    2.946798    
0.165735     -0.085861    0.982425     2.003320     0.034370     -0.159085    3.190543    
0.023037     -0.094632    0.995246     1.061183     -0.012520    0.013019     0.404161    
-0.082158    0.068432     0.994267     12.691481    -0.030243    0.032920     0.940117    
0.001821     0.054449     0.998515     4.428217     -0.019700    0.066970     4.885835    
0.004945     0.041268     0.999136     20.113392    -0.022954    0.073650     5.588023    
-0.064989    0.192636     0.979116     1.957447     -0.064510    0.166664     1.124830    
-0.030161    -0.015739    0.999421     3.849717     -0.093843    0.239672     1.653591    
0.009806     0.025766     0.999620     3.983689     -0.016440    -0.009135    0.925663    
0.036762     -0.026605    0.998970     12.646124    -0.113541    -0.071213    5.772742    
0.062858     -0.040284    0.997209     2.486287     -0.000654    -0.031698    0.852863    
-0.059733    -0.026323    0.997867     6.343136     -0.009844    -0.119062    3.213532    
0.093616     0.034439     0.995013     3.226014     0.158300     0.156216     3.815725    
0.185417     -0.075678    0.979741     0.700583     0.249978     0.255440     6.216129    
0.042014     0.022486     0.998864     4.008720     0.145440     -0.104183    9.692671    
0.048677     -0.005056    0.998802     17.196931    0.182769     -0.140636    12.513115   
0.101820     -0.077740    0.991761     1.568475     0.003012     0.000844     0.089480    
-0.050831    0.016948     0.998563     9.066656     0.004779     0.001788     0.150566    
0.146512     -0.076772    0.986225     1.017851     0.002055     -0.002104    0.029895    
0.307735     0.219690     0.925762     1.905717     0.021992     -0.028853    0.418915    
-0.059612    0.012426     0.998144     2.987389     -0.050642    0.014800     0.536802    
-0.055994    0.100671     0.993343     7.827773     -0.241731    0.072537     2.423806    
-0.034349    -0.275103    0.960801     0.116183     0.024374     -0.134281    20.632464   
-0.045206    0.081715     0.995630     3.705191     0.026487     -0.144790    22.348070   
0.024630     0.319241     0.947353     0.595240     0.046228     0.046196     0.509976    
-0.275814    0.189334     0.942380     0.827402     0.071080     0.068068     0.777347    
0.050574     0.022553     0.998466     2.362604     -0.014073    0.023840     1.405094    
0.000875     -0.011097    0.999938     28.528335    -0.027383    0.042041     2.491122    
-0.028311    0.055667     0.998048     2.523267     -0.048106    0.004992     0.859457    
-0.033466    -0.086235    0.995713     1.980764     -0.051127    0.004842     0.909099    
0.057707     -0.285559    0.956622     0.397568     0.084730     0.000502     1.762883    
0.105055     -0.061828    0.992543     7.949880     0.114472     0.004441     2.384901    
-0.102622    -0.101379    0.989541     1.022579     0.001556     0.003025     0.136968    
-0.054518    0.115445     0.991817     3.725304     0.024614     0.036082     0.964267    
0.051687     0.127775     0.990455     1.922764     0.020390     0.012436     0.354095    
-0.078269    0.094152     0.992476     2.695609     0.028167     0.016127     0.488127    
-0.106731    -0.048166    0.993121     1.213535     0.009714     -0.021363    0.422031    
0.042904     -0.006851    0.999056     8.834361     0.015685     -0.031711    0.626040    
